Report_ID,Report_Name,Report_Category,Reporting_Period,Deadline,Submission_Date,Status,Responsible_Team,Stakeholder,Error_Count,Manual_Interventions,Processing_Time_Hours,Stakeholder_Satisfaction,Report_Complexity
RPT-0288,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-04-26,On Time,Regulatory Reporting - Capital,ECB,1,4,20.8,4,Medium
RPT-0289,AML/KYC Periodic Review - 2024-Q3,AML/KYC Periodic Review,2024-Q3,2024-10-30,2024-10-28,On Time,AML & Compliance Reporting,Internal Compliance Committee,0,2,45.8,4,Medium
RPT-0290,AML/KYC Periodic Review - 2024-Q1,AML/KYC Periodic Review,2024-Q1,2024-04-30,2024-04-29,On Time,AML & Compliance Reporting,Internal Compliance Committee,4,4,100.6,4,High
RPT-0291,FINREP - Financial Reporting - 2024-Q4,FINREP - Financial Reporting,2024-Q4,2025-01-30,2025-01-31,Late,Regulatory Reporting - Capital,ECB,3,8,78.0,3,High
RPT-0292,COREP - Own Funds - 2024-Q3,COREP - Own Funds,2024-Q3,2024-10-30,2024-10-24,On Time,Regulatory Reporting - Capital,DNB,2,5,30.1,4,Medium
RPT-0293,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-07-27,On Time,Regulatory Reporting - Capital,DNB,0,3,59.7,4,High
RPT-0294,FINREP - Financial Reporting - 2024-Q3,FINREP - Financial Reporting,2024-Q3,2024-10-30,2024-10-30,On Time,Regulatory Reporting - Capital,ECB,4,6,63.3,3,High
RPT-0295,Liquidity Coverage Ratio (LCR) - 2025-M01,Liquidity Coverage Ratio (LCR),2025-M01,2025-02-15,2025-02-14,On Time,Regulatory Reporting - Liquidity,DNB,1,1,26.6,4,Medium
RPT-0296,Basel III Leverage Ratio - 2025-Q3,Basel III Leverage Ratio,2025-Q3,2025-10-30,2025-11-01,Late,Regulatory Reporting - Capital,ECB,1,2,35.1,4,Medium
RPT-0297,AML/KYC Periodic Review - 2025-Q3,AML/KYC Periodic Review,2025-Q3,2025-10-30,2025-10-27,On Time,AML & Compliance Reporting,Internal Compliance Committee,0,0,45.8,5,Medium
RPT-0298,Liquidity Coverage Ratio (LCR) - 2024-M10,Liquidity Coverage Ratio (LCR),2024-M10,2024-11-15,2024-11-19,Late,Regulatory Reporting - Liquidity,DNB,7,7,79.3,2,High
RPT-0299,AML/KYC Periodic Review - 2025-Q3,AML/KYC Periodic Review,2025-Q3,2025-10-30,2025-10-27,On Time,AML & Compliance Reporting,Internal Compliance Committee,1,2,33.6,5,Medium
RPT-0300,Basel III Leverage Ratio - 2024-Q1,Basel III Leverage Ratio,2024-Q1,2024-04-30,2024-04-26,On Time,Regulatory Reporting - Capital,ECB,0,5,38.5,4,Medium
RPT-0301,Liquidity Coverage Ratio (LCR) - 2025-M04,Liquidity Coverage Ratio (LCR),2025-M04,2025-05-15,2025-05-17,Late,Regulatory Reporting - Liquidity,DNB,4,9,105.0,3,High
RPT-0302,DNB Statistical Report - 2024-M08,DNB Statistical Report,2024-M08,2024-09-15,2024-09-18,Late,Statistical Reporting,DNB,3,8,65.2,3,High
RPT-0303,DNB Statistical Report - 2024-M01,DNB Statistical Report,2024-M01,2024-02-15,2024-02-14,On Time,Statistical Reporting,DNB,0,3,25.1,5,Low
RPT-0304,DNB Statistical Report - 2025-M05,DNB Statistical Report,2025-M05,2025-06-15,2025-06-12,On Time,Statistical Reporting,DNB,0,1,13.1,4,Low
RPT-0305,Basel III Leverage Ratio - 2025-Q3,Basel III Leverage Ratio,2025-Q3,2025-10-30,2025-10-29,On Time,Regulatory Reporting - Capital,ECB,0,2,24.2,5,Medium
RPT-0306,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-01-26,On Time,Regulatory Reporting - Liquidity,DNB,0,2,22.8,4,Medium
RPT-0307,Net Stable Funding Ratio (NSFR) - 2024-Q2,Net Stable Funding Ratio (NSFR),2024-Q2,2024-07-30,2024-08-03,Late,Regulatory Reporting - Liquidity,DNB,2,2,8.4,3,Low
RPT-0308,AML/KYC Periodic Review - 2025-Q1,AML/KYC Periodic Review,2025-Q1,2025-04-30,2025-05-01,Late,AML & Compliance Reporting,Internal Compliance Committee,2,3,37.0,4,Medium
RPT-0309,Liquidity Coverage Ratio (LCR) - 2024-M02,Liquidity Coverage Ratio (LCR),2024-M02,2024-03-15,2024-03-12,On Time,Regulatory Reporting - Liquidity,DNB,1,2,9.8,5,Low
RPT-0310,DNB Statistical Report - 2024-M09,DNB Statistical Report,2024-M09,2024-10-15,2024-10-11,On Time,Statistical Reporting,DNB,1,1,36.9,4,Medium
RPT-0311,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-04-29,On Time,Credit Risk Reporting,ECB,1,1,40.8,4,Medium
RPT-0312,Credit Risk RWA Report - 2024-M08,Credit Risk RWA Report,2024-M08,2024-09-15,2024-09-11,On Time,Credit Risk Reporting,Internal Risk Committee,3,4,40.3,4,Medium
RPT-0313,Net Stable Funding Ratio (NSFR) - 2024-Q1,Net Stable Funding Ratio (NSFR),2024-Q1,2024-04-30,2024-04-28,On Time,Regulatory Reporting - Liquidity,DNB,1,3,32.9,4,Medium
RPT-0314,Liquidity Coverage Ratio (LCR) - 2025-M03,Liquidity Coverage Ratio (LCR),2025-M03,2025-04-15,2025-04-14,On Time,Regulatory Reporting - Liquidity,DNB,2,4,48.7,4,High
RPT-0315,Basel III Leverage Ratio - 2024-Q2,Basel III Leverage Ratio,2024-Q2,2024-07-30,2024-07-26,On Time,Regulatory Reporting - Capital,ECB,1,2,36.2,4,Medium
RPT-0316,Liquidity Coverage Ratio (LCR) - 2024-M05,Liquidity Coverage Ratio (LCR),2024-M05,2024-06-15,2024-06-19,Late,Regulatory Reporting - Liquidity,DNB,2,5,89.6,4,High
RPT-0317,Basel III Leverage Ratio - 2024-Q3,Basel III Leverage Ratio,2024-Q3,2024-10-30,2024-11-01,Late,Regulatory Reporting - Capital,ECB,5,6,52.6,3,High
RPT-0318,DNB Statistical Report - 2024-M07,DNB Statistical Report,2024-M07,2024-08-15,2024-08-20,Late,Statistical Reporting,DNB,4,3,35.8,3,Medium
RPT-0319,DNB Statistical Report - 2025-M02,DNB Statistical Report,2025-M02,2025-03-15,2025-03-06,On Time,Statistical Reporting,DNB,0,2,32.1,5,Medium
RPT-0320,AML/KYC Periodic Review - 2024-Q3,AML/KYC Periodic Review,2024-Q3,2024-10-30,2024-10-29,On Time,AML & Compliance Reporting,Internal Compliance Committee,0,1,11.0,4,Low
RPT-0321,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-02-02,Late,Regulatory Reporting - Liquidity,DNB,0,2,12.4,4,Low
RPT-0322,AML/KYC Periodic Review - 2025-Q3,AML/KYC Periodic Review,2025-Q3,2025-10-30,2025-10-23,On Time,AML & Compliance Reporting,Internal Compliance Committee,0,2,7.1,4,Low
RPT-0323,Basel III Leverage Ratio - 2024-Q2,Basel III Leverage Ratio,2024-Q2,2024-07-30,2024-08-03,Late,Regulatory Reporting - Capital,ECB,7,10,73.7,3,High
RPT-0324,Large Exposures Report - 2025-Q1,Large Exposures Report,2025-Q1,2025-04-30,2025-04-27,On Time,Credit Risk Reporting,ECB,2,3,30.9,4,Medium
RPT-0325,AnaCredit Report - 2024-M11,AnaCredit Report,2024-M11,2024-12-15,2024-12-18,Late,Credit Risk Reporting,DNB,2,5,106.4,4,High
RPT-0326,Basel III Leverage Ratio - 2025-Q2,Basel III Leverage Ratio,2025-Q2,2025-07-30,2025-07-31,Late,Regulatory Reporting - Capital,ECB,4,7,90.0,3,High
RPT-0327,Basel III Leverage Ratio - 2024-Q3,Basel III Leverage Ratio,2024-Q3,2024-10-30,2024-10-31,Late,Regulatory Reporting - Capital,ECB,0,3,6.9,4,Low
RPT-0328,AML/KYC Periodic Review - 2024-Q1,AML/KYC Periodic Review,2024-Q1,2024-04-30,2024-04-27,On Time,AML & Compliance Reporting,Internal Compliance Committee,0,6,33.8,4,Medium
RPT-0329,Liquidity Coverage Ratio (LCR) - 2025-M07,Liquidity Coverage Ratio (LCR),2025-M07,2025-08-15,2025-08-11,On Time,Regulatory Reporting - Liquidity,DNB,0,3,21.7,4,Medium
RPT-0330,Liquidity Coverage Ratio (LCR) - 2024-M11,Liquidity Coverage Ratio (LCR),2024-M11,2024-12-15,2024-12-12,On Time,Regulatory Reporting - Liquidity,DNB,0,3,36.6,5,Medium
RPT-0331,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-02-03,Late,Regulatory Reporting - Capital,DNB,5,4,103.7,3,High
RPT-0332,COREP - Own Funds - 2024-Q3,COREP - Own Funds,2024-Q3,2024-10-30,2024-10-27,On Time,Regulatory Reporting - Capital,DNB,1,2,15.7,5,Low
RPT-0333,FINREP - Financial Reporting - 2025-Q2,FINREP - Financial Reporting,2025-Q2,2025-07-30,2025-08-03,Late,Regulatory Reporting - Capital,ECB,5,8,69.5,3,High
RPT-0334,Liquidity Coverage Ratio (LCR) - 2025-M08,Liquidity Coverage Ratio (LCR),2025-M08,2025-09-15,2025-09-14,On Time,Regulatory Reporting - Liquidity,DNB,2,7,102.5,4,High
RPT-0335,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-04-27,On Time,Regulatory Reporting - Capital,ECB,4,2,15.5,4,Medium
RPT-0336,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-07-31,Late,Regulatory Reporting - Capital,DNB,3,7,75.2,4,High
RPT-0337,Liquidity Coverage Ratio (LCR) - 2024-M05,Liquidity Coverage Ratio (LCR),2024-M05,2024-06-15,2024-06-11,On Time,Regulatory Reporting - Liquidity,DNB,2,8,72.8,3,High
RPT-0338,DNB Statistical Report - 2024-M03,DNB Statistical Report,2024-M03,2024-04-15,2024-04-17,Late,Statistical Reporting,DNB,1,3,17.9,3,Low
RPT-0339,AML/KYC Periodic Review - 2024-Q3,AML/KYC Periodic Review,2024-Q3,2024-10-30,2024-10-28,On Time,AML & Compliance Reporting,Internal Compliance Committee,0,1,15.5,5,Low
RPT-0340,Large Exposures Report - 2025-Q1,Large Exposures Report,2025-Q1,2025-04-30,2025-05-06,Missed,Credit Risk Reporting,ECB,3,6,91.2,2,High
RPT-0341,FINREP - Financial Reporting - 2024-Q3,FINREP - Financial Reporting,2024-Q3,2024-10-30,2024-10-31,Late,Regulatory Reporting - Capital,ECB,0,1,20.6,4,Low
RPT-0342,DNB Statistical Report - 2025-M03,DNB Statistical Report,2025-M03,2025-04-15,2025-04-15,On Time,Statistical Reporting,DNB,2,1,17.8,4,Low
RPT-0343,Large Exposures Report - 2025-Q2,Large Exposures Report,2025-Q2,2025-07-30,2025-07-29,On Time,Credit Risk Reporting,ECB,1,2,42.0,4,Medium
RPT-0344,Basel III Leverage Ratio - 2025-Q1,Basel III Leverage Ratio,2025-Q1,2025-04-30,2025-04-29,On Time,Regulatory Reporting - Capital,ECB,0,1,17.5,5,Low
RPT-0345,DNB Statistical Report - 2025-M02,DNB Statistical Report,2025-M02,2025-03-15,2025-03-17,Late,Statistical Reporting,DNB,0,0,10.4,4,Low
RPT-0346,Net Stable Funding Ratio (NSFR) - 2024-Q2,Net Stable Funding Ratio (NSFR),2024-Q2,2024-07-30,2024-08-01,Late,Regulatory Reporting - Liquidity,DNB,0,1,26.2,4,Medium
RPT-0347,AnaCredit Report - 2024-M01,AnaCredit Report,2024-M01,2024-02-15,2024-02-13,On Time,Credit Risk Reporting,DNB,4,4,62.9,4,High
RPT-0348,Basel III Leverage Ratio - 2024-Q2,Basel III Leverage Ratio,2024-Q2,2024-07-30,2024-07-23,On Time,Regulatory Reporting - Capital,ECB,2,2,42.5,4,Medium
RPT-0349,Credit Risk RWA Report - 2025-M07,Credit Risk RWA Report,2025-M07,2025-08-15,2025-08-12,On Time,Credit Risk Reporting,Internal Risk Committee,1,1,45.4,4,Medium
RPT-0350,COREP - Own Funds - 2025-Q1,COREP - Own Funds,2025-Q1,2025-04-30,2025-05-05,Late,Regulatory Reporting - Capital,DNB,8,11,86.8,2,High
RPT-0351,COREP - Own Funds - 2025-Q1,COREP - Own Funds,2025-Q1,2025-04-30,2025-05-07,Missed,Regulatory Reporting - Capital,DNB,4,7,103.1,2,High
RPT-0352,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-07-31,Late,Regulatory Reporting - Capital,DNB,2,2,32.0,4,Medium
RPT-0353,DNB Statistical Report - 2024-M04,DNB Statistical Report,2024-M04,2024-05-15,2024-05-12,On Time,Statistical Reporting,DNB,2,0,16.6,4,Low
RPT-0354,Credit Risk RWA Report - 2024-M12,Credit Risk RWA Report,2024-M12,2025-01-15,2025-01-14,On Time,Credit Risk Reporting,Internal Risk Committee,0,1,21.5,4,Medium
RPT-0355,COREP - Own Funds - 2024-Q2,COREP - Own Funds,2024-Q2,2024-07-30,2024-07-22,On Time,Regulatory Reporting - Capital,DNB,0,5,17.9,4,Medium
RPT-0356,AnaCredit Report - 2025-M07,AnaCredit Report,2025-M07,2025-08-15,2025-08-12,On Time,Credit Risk Reporting,DNB,1,0,41.5,4,Medium
RPT-0357,Credit Risk RWA Report - 2024-M03,Credit Risk RWA Report,2024-M03,2024-04-15,2024-04-10,On Time,Credit Risk Reporting,Internal Risk Committee,1,1,10.0,5,Low
RPT-0358,COREP - Own Funds - 2025-Q1,COREP - Own Funds,2025-Q1,2025-04-30,2025-05-04,Late,Regulatory Reporting - Capital,DNB,1,4,32.3,4,Medium
RPT-0359,Basel III Leverage Ratio - 2025-Q2,Basel III Leverage Ratio,2025-Q2,2025-07-30,2025-07-26,On Time,Regulatory Reporting - Capital,ECB,0,3,12.2,4,Low
RPT-0360,FINREP - Financial Reporting - 2024-Q3,FINREP - Financial Reporting,2024-Q3,2024-10-30,2024-10-30,On Time,Regulatory Reporting - Capital,ECB,3,5,34.4,3,Medium
RPT-0361,Liquidity Coverage Ratio (LCR) - 2024-M11,Liquidity Coverage Ratio (LCR),2024-M11,2024-12-15,2024-12-16,Late,Regulatory Reporting - Liquidity,DNB,1,3,63.4,4,High
RPT-0362,Large Exposures Report - 2024-Q4,Large Exposures Report,2024-Q4,2025-01-30,2025-02-01,Late,Credit Risk Reporting,ECB,3,2,17.9,4,Low
RPT-0363,AnaCredit Report - 2025-M08,AnaCredit Report,2025-M08,2025-09-15,2025-09-12,On Time,Credit Risk Reporting,DNB,0,2,42.6,4,Medium
RPT-0364,Credit Risk RWA Report - 2024-M01,Credit Risk RWA Report,2024-M01,2024-02-15,2024-02-12,On Time,Credit Risk Reporting,Internal Risk Committee,1,1,7.4,5,Low
RPT-0365,FINREP - Financial Reporting - 2024-Q4,FINREP - Financial Reporting,2024-Q4,2025-01-30,2025-01-30,On Time,Regulatory Reporting - Capital,ECB,4,8,47.5,4,High
RPT-0366,Basel III Leverage Ratio - 2025-Q3,Basel III Leverage Ratio,2025-Q3,2025-10-30,2025-10-31,Late,Regulatory Reporting - Capital,ECB,1,3,22.4,4,Medium
RPT-0367,AnaCredit Report - 2025-M07,AnaCredit Report,2025-M07,2025-08-15,2025-08-14,On Time,Credit Risk Reporting,DNB,0,3,13.5,5,Low
RPT-0368,Liquidity Coverage Ratio (LCR) - 2025-M04,Liquidity Coverage Ratio (LCR),2025-M04,2025-05-15,2025-05-13,On Time,Regulatory Reporting - Liquidity,DNB,1,4,30.3,4,Medium
RPT-0369,AnaCredit Report - 2025-M08,AnaCredit Report,2025-M08,2025-09-15,2025-09-18,Late,Credit Risk Reporting,DNB,2,9,108.2,3,High
RPT-0370,AnaCredit Report - 2025-M06,AnaCredit Report,2025-M06,2025-07-15,2025-07-12,On Time,Credit Risk Reporting,DNB,0,2,40.0,4,Medium
RPT-0371,COREP - Own Funds - 2025-Q3,COREP - Own Funds,2025-Q3,2025-10-30,2025-10-30,On Time,Regulatory Reporting - Capital,DNB,3,3,17.4,4,Medium
RPT-0372,DNB Statistical Report - 2024-M10,DNB Statistical Report,2024-M10,2024-11-15,2024-11-15,On Time,Statistical Reporting,DNB,0,0,14.7,5,Low
RPT-0373,Credit Risk RWA Report - 2024-M10,Credit Risk RWA Report,2024-M10,2024-11-15,2024-11-09,On Time,Credit Risk Reporting,Internal Risk Committee,3,2,31.2,4,Medium
RPT-0374,COREP - Own Funds - 2024-Q3,COREP - Own Funds,2024-Q3,2024-10-30,2024-10-30,On Time,Regulatory Reporting - Capital,DNB,2,5,48.1,4,High
RPT-0375,Credit Risk RWA Report - 2025-M04,Credit Risk RWA Report,2025-M04,2025-05-15,2025-05-18,Late,Credit Risk Reporting,Internal Risk Committee,2,6,62.2,3,High
RPT-0376,Liquidity Coverage Ratio (LCR) - 2025-M05,Liquidity Coverage Ratio (LCR),2025-M05,2025-06-15,2025-06-15,On Time,Regulatory Reporting - Liquidity,DNB,2,8,56.7,4,High
RPT-0377,AML/KYC Periodic Review - 2024-Q3,AML/KYC Periodic Review,2024-Q3,2024-10-30,2024-11-01,Late,AML & Compliance Reporting,Internal Compliance Committee,2,2,12.5,4,Low
RPT-0378,Basel III Leverage Ratio - 2025-Q3,Basel III Leverage Ratio,2025-Q3,2025-10-30,2025-11-02,Late,Regulatory Reporting - Capital,ECB,0,1,10.0,4,Low
RPT-0379,Liquidity Coverage Ratio (LCR) - 2025-M03,Liquidity Coverage Ratio (LCR),2025-M03,2025-04-15,2025-04-14,On Time,Regulatory Reporting - Liquidity,DNB,1,5,64.9,4,High
RPT-0380,Large Exposures Report - 2024-Q2,Large Exposures Report,2024-Q2,2024-07-30,2024-07-28,On Time,Credit Risk Reporting,ECB,2,4,37.3,4,Medium
RPT-0381,DNB Statistical Report - 2025-M07,DNB Statistical Report,2025-M07,2025-08-15,2025-08-12,On Time,Statistical Reporting,DNB,1,2,56.7,5,High
RPT-0382,Liquidity Coverage Ratio (LCR) - 2024-M08,Liquidity Coverage Ratio (LCR),2024-M08,2024-09-15,2024-09-16,Late,Regulatory Reporting - Liquidity,DNB,1,3,36.1,4,Medium
RPT-0383,Net Stable Funding Ratio (NSFR) - 2025-Q2,Net Stable Funding Ratio (NSFR),2025-Q2,2025-07-30,2025-07-20,On Time,Regulatory Reporting - Liquidity,DNB,0,2,13.9,5,Low
RPT-0384,AML/KYC Periodic Review - 2024-Q2,AML/KYC Periodic Review,2024-Q2,2024-07-30,2024-07-28,On Time,AML & Compliance Reporting,Internal Compliance Committee,1,1,34.6,5,Medium
RPT-0385,FINREP - Financial Reporting - 2025-Q2,FINREP - Financial Reporting,2025-Q2,2025-07-30,2025-07-31,Late,Regulatory Reporting - Capital,ECB,1,8,115.1,3,High
RPT-0386,Liquidity Coverage Ratio (LCR) - 2024-M08,Liquidity Coverage Ratio (LCR),2024-M08,2024-09-15,2024-09-19,Late,Regulatory Reporting - Liquidity,DNB,4,4,109.3,3,High
RPT-0387,AML/KYC Periodic Review - 2024-Q1,AML/KYC Periodic Review,2024-Q1,2024-04-30,2024-04-27,On Time,AML & Compliance Reporting,Internal Compliance Committee,2,2,40.5,4,Medium
RPT-0388,DNB Statistical Report - 2024-M01,DNB Statistical Report,2024-M01,2024-02-15,2024-02-15,On Time,Statistical Reporting,DNB,5,5,21.9,3,Medium
RPT-0389,Liquidity Coverage Ratio (LCR) - 2024-M06,Liquidity Coverage Ratio (LCR),2024-M06,2024-07-15,2024-07-16,Late,Regulatory Reporting - Liquidity,DNB,1,7,78.1,3,High
RPT-0390,Basel III Leverage Ratio - 2025-Q3,Basel III Leverage Ratio,2025-Q3,2025-10-30,2025-10-31,Late,Regulatory Reporting - Capital,ECB,1,2,33.5,4,Medium
RPT-0391,DNB Statistical Report - 2025-M06,DNB Statistical Report,2025-M06,2025-07-15,2025-07-11,On Time,Statistical Reporting,DNB,0,0,12.8,5,Low
RPT-0392,COREP - Own Funds - 2025-Q3,COREP - Own Funds,2025-Q3,2025-10-30,2025-10-31,Late,Regulatory Reporting - Capital,DNB,2,4,22.6,3,Medium
RPT-0393,DNB Statistical Report - 2024-M01,DNB Statistical Report,2024-M01,2024-02-15,2024-02-15,On Time,Statistical Reporting,DNB,0,0,15.3,5,Low
RPT-0394,AnaCredit Report - 2024-M12,AnaCredit Report,2024-M12,2025-01-15,2025-01-15,On Time,Credit Risk Reporting,DNB,2,4,42.5,4,Medium
RPT-0395,COREP - Own Funds - 2024-Q1,COREP - Own Funds,2024-Q1,2024-04-30,2024-04-24,On Time,Regulatory Reporting - Capital,DNB,0,4,41.3,4,Medium
RPT-0396,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-01-28,On Time,Regulatory Reporting - Liquidity,DNB,1,1,28.2,5,Medium
RPT-0397,FINREP - Financial Reporting - 2024-Q1,FINREP - Financial Reporting,2024-Q1,2024-04-30,2024-04-27,On Time,Regulatory Reporting - Capital,ECB,2,5,102.9,4,High
RPT-0398,Basel III Leverage Ratio - 2024-Q2,Basel III Leverage Ratio,2024-Q2,2024-07-30,2024-07-28,On Time,Regulatory Reporting - Capital,ECB,3,2,94.6,4,High
RPT-0399,COREP - Own Funds - 2024-Q2,COREP - Own Funds,2024-Q2,2024-07-30,2024-08-03,Late,Regulatory Reporting - Capital,DNB,4,7,65.5,3,High
RPT-0400,Credit Risk RWA Report - 2024-M11,Credit Risk RWA Report,2024-M11,2024-12-15,2024-12-15,On Time,Credit Risk Reporting,Internal Risk Committee,5,9,79.9,3,High
RPT-0401,Large Exposures Report - 2025-Q3,Large Exposures Report,2025-Q3,2025-10-30,2025-10-30,On Time,Credit Risk Reporting,ECB,1,1,35.1,4,Medium
RPT-0402,Large Exposures Report - 2024-Q3,Large Exposures Report,2024-Q3,2024-10-30,2024-10-31,Late,Credit Risk Reporting,ECB,2,4,56.0,3,High
RPT-0403,Net Stable Funding Ratio (NSFR) - 2024-Q2,Net Stable Funding Ratio (NSFR),2024-Q2,2024-07-30,2024-07-25,On Time,Regulatory Reporting - Liquidity,DNB,0,2,19.2,5,Medium
RPT-0404,Liquidity Coverage Ratio (LCR) - 2025-M08,Liquidity Coverage Ratio (LCR),2025-M08,2025-09-15,2025-09-14,On Time,Regulatory Reporting - Liquidity,DNB,1,5,27.5,5,Medium
RPT-0405,Liquidity Coverage Ratio (LCR) - 2024-M12,Liquidity Coverage Ratio (LCR),2024-M12,2025-01-15,2025-01-13,On Time,Regulatory Reporting - Liquidity,DNB,2,2,37.1,4,Medium
RPT-0406,Large Exposures Report - 2024-Q2,Large Exposures Report,2024-Q2,2024-07-30,2024-08-04,Late,Credit Risk Reporting,ECB,0,1,21.5,4,Low
RPT-0407,Credit Risk RWA Report - 2024-M12,Credit Risk RWA Report,2024-M12,2025-01-15,2025-01-14,On Time,Credit Risk Reporting,Internal Risk Committee,0,2,16.6,4,Medium
RPT-0408,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-04-29,On Time,Credit Risk Reporting,ECB,1,3,30.5,5,Medium
RPT-0409,Liquidity Coverage Ratio (LCR) - 2025-M03,Liquidity Coverage Ratio (LCR),2025-M03,2025-04-15,2025-04-16,Late,Regulatory Reporting - Liquidity,DNB,2,1,20.9,4,Medium
RPT-0410,FINREP - Financial Reporting - 2024-Q1,FINREP - Financial Reporting,2024-Q1,2024-04-30,2024-04-23,On Time,Regulatory Reporting - Capital,ECB,2,2,52.6,4,High
RPT-0411,AML/KYC Periodic Review - 2024-Q2,AML/KYC Periodic Review,2024-Q2,2024-07-30,2024-07-30,On Time,AML & Compliance Reporting,Internal Compliance Committee,3,4,88.8,4,High
RPT-0412,Large Exposures Report - 2025-Q2,Large Exposures Report,2025-Q2,2025-07-30,2025-07-31,Late,Credit Risk Reporting,ECB,5,8,78.6,3,High
RPT-0413,Large Exposures Report - 2025-Q3,Large Exposures Report,2025-Q3,2025-10-30,2025-10-26,On Time,Credit Risk Reporting,ECB,3,0,25.8,5,Medium
RPT-0414,FINREP - Financial Reporting - 2024-Q2,FINREP - Financial Reporting,2024-Q2,2024-07-30,2024-07-30,On Time,Regulatory Reporting - Capital,ECB,4,6,66.9,4,High
RPT-0415,Basel III Leverage Ratio - 2024-Q3,Basel III Leverage Ratio,2024-Q3,2024-10-30,2024-10-22,On Time,Regulatory Reporting - Capital,ECB,1,1,15.7,5,Medium
RPT-0416,Credit Risk RWA Report - 2025-M03,Credit Risk RWA Report,2025-M03,2025-04-15,2025-04-13,On Time,Credit Risk Reporting,Internal Risk Committee,1,2,38.0,5,Medium
RPT-0417,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-04-28,On Time,Credit Risk Reporting,ECB,2,1,12.3,4,Low
RPT-0418,Net Stable Funding Ratio (NSFR) - 2024-Q1,Net Stable Funding Ratio (NSFR),2024-Q1,2024-04-30,2024-04-30,On Time,Regulatory Reporting - Liquidity,DNB,1,5,87.1,4,High
RPT-0419,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-04-26,On Time,Credit Risk Reporting,ECB,0,1,38.6,5,Medium
RPT-0420,Credit Risk RWA Report - 2024-M12,Credit Risk RWA Report,2024-M12,2025-01-15,2025-01-13,On Time,Credit Risk Reporting,Internal Risk Committee,2,3,33.5,4,Medium
RPT-0421,AnaCredit Report - 2024-M10,AnaCredit Report,2024-M10,2024-11-15,2024-11-12,On Time,Credit Risk Reporting,DNB,1,6,26.0,4,Medium
RPT-0422,FINREP - Financial Reporting - 2025-Q2,FINREP - Financial Reporting,2025-Q2,2025-07-30,2025-08-04,Late,Regulatory Reporting - Capital,ECB,2,6,22.0,4,Medium
RPT-0423,Liquidity Coverage Ratio (LCR) - 2025-M06,Liquidity Coverage Ratio (LCR),2025-M06,2025-07-15,2025-07-19,Late,Regulatory Reporting - Liquidity,DNB,3,2,38.8,4,Medium
RPT-0424,AnaCredit Report - 2025-M04,AnaCredit Report,2025-M04,2025-05-15,2025-05-15,On Time,Credit Risk Reporting,DNB,0,1,17.8,4,Low
RPT-0425,Net Stable Funding Ratio (NSFR) - 2024-Q1,Net Stable Funding Ratio (NSFR),2024-Q1,2024-04-30,2024-05-02,Late,Regulatory Reporting - Liquidity,DNB,1,3,44.9,4,Medium
RPT-0426,Net Stable Funding Ratio (NSFR) - 2024-Q1,Net Stable Funding Ratio (NSFR),2024-Q1,2024-04-30,2024-04-30,On Time,Regulatory Reporting - Liquidity,DNB,2,7,31.9,4,Medium
RPT-0427,AnaCredit Report - 2024-M11,AnaCredit Report,2024-M11,2024-12-15,2024-12-10,On Time,Credit Risk Reporting,DNB,2,2,76.1,4,High
RPT-0428,DNB Statistical Report - 2025-M05,DNB Statistical Report,2025-M05,2025-06-15,2025-06-11,On Time,Statistical Reporting,DNB,1,1,17.9,4,Low
RPT-0429,Credit Risk RWA Report - 2024-M04,Credit Risk RWA Report,2024-M04,2024-05-15,2024-05-17,Late,Credit Risk Reporting,Internal Risk Committee,4,11,64.9,3,High
RPT-0430,Liquidity Coverage Ratio (LCR) - 2025-M05,Liquidity Coverage Ratio (LCR),2025-M05,2025-06-15,2025-06-14,On Time,Regulatory Reporting - Liquidity,DNB,1,2,52.1,4,High
RPT-0431,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-01-30,On Time,Regulatory Reporting - Capital,DNB,0,4,56.8,5,High
RPT-0432,AML/KYC Periodic Review - 2025-Q3,AML/KYC Periodic Review,2025-Q3,2025-10-30,2025-10-28,On Time,AML & Compliance Reporting,Internal Compliance Committee,1,4,59.1,5,High
